sku,name,description,type,category_id,subcat_id,s_price,rental_price,deposit,qty,images
EAR542ON,"Traditional Micro Gold Polished Pearl Earrings for Women (EAR542ON)","1) Women's Real Look, Traditional Micro Gold Polished Semi Precious Polki/Kundan Chandbali Earrings designed by Yosshita & Neha.
2) Look feminine and elegant by wearing these pearl drop kundan Earrings.
3) Featuring attractive designs, these Earrings can look elegant and stylish when worn with anarkali, lehengas and saris.
4) So enhance your style quotient on almost any occasion by wearing these Earrings.
5) These Earrings are studded with White Semi precious kundan/polki and pearl drops.
6) Comes micro gold polished.
7) It has copper metal base.
8) Give a rich yet elegant touch to your attire.
9) Screw for locking.
10) These Earrings have been intricately designed for all the jewellery lovers.",jewellery,17,76,,,,1,"https://srishringarr.com/yn/uploads/2020/09/15989814660.jpg,https://srishringarr.com/yn/uploads/2020/09/15989819411.jpg,https://srishringarr.com/yn/uploads/2020/09/15989819412.jpg,https://srishringarr.com/yn/uploads/2020/09/15989819413.jpg,https://srishringarr.com/yn/uploads/2020/09/15989819424.jpg"
EAR541ON,"Traditional Micro Gold Polished Semi Precious Polki/Kundan Earrings for Women (EAR541ON)","1) Women's Real Look, Traditional Micro Gold Polished Semi Precious Polki/Kundan Earrings designed by Yosshita & Neha.
2) Look feminine and elegant by wearing these pearl drop kundan Earrings.
3) Featuring attractive designs, these Earrings can look elegant and stylish when worn with anarkali, lehengas and saris.
4) So enhance your style quotient on almost any occasion by wearing these Earrings.
5) These Earrings are studded with White, Red and Green Semi precious kundan/polki and pearl drops.
6) Comes micro gold polished.
7) It has copper metal base.
8) Give a rich yet elegant touch to your attire.
9) These Earrings have been intricately designed for all the jewellery lovers.",jewellery,17,75,,,,1,"https://srishringarr.com/yn/uploads/2020/09/15989810930.jpg,https://srishringarr.com/yn/uploads/2020/09/15989812021.jpg,https://srishringarr.com/yn/uploads/2020/09/15989812022.jpg,https://srishringarr.com/yn/uploads/2020/09/15989812023.jpg,https://srishringarr.com/yn/uploads/2020/09/15989812034.jpg"
EAR540ON,"Traditional Micro Gold Polished Semi Precious Polki/Kundan Earrings for Women (EAR540ON)","1) Women's Real Look, Traditional Micro Gold Polished Semi Precious Polki/Kundan Earrings designed by Yosshita & Neha.
2) Look feminine and elegant by wearing these pearl drop kundan Earrings.
3) Featuring attractive designs, these Earrings can look elegant and stylish when worn with anarkali, lehengas and saris.
4) So enhance your style quotient on almost any occasion by wearing these Earrings.
5) These Earrings are studded with White Semi precious kundan/polki and pearl drops.
6) Comes micro gold polished.
7) It has copper metal base.
8) Give a rich yet elegant touch to your attire.
9) These Earrings have been intricately designed for all the jewellery lovers.",jewellery,17,75,,,,2,"https://srishringarr.com/yn/uploads/2020/09/15989808230.jpg,https://srishringarr.com/yn/uploads/2020/09/15989809481.jpg,https://srishringarr.com/yn/uploads/2020/09/15989809492.jpg,https://srishringarr.com/yn/uploads/2020/09/15989809493.jpg,https://srishringarr.com/yn/uploads/2020/09/15989809494.jpg"
EAR537ON,"Women Real Look, Traditional Micro Gold Polished Semi Precious Polki/Kundan Chandbali Earrings for","1) Women's Real Look, Traditional Micro Gold Polished Semi Precious Polki/Kundan Chandbali Earrings designed by Yosshita & Neha.
2) Look feminine and elegant by wearing these pearl drop kundan Earrings.
3) Featuring attractive designs, these Earrings can look elegant and stylish when worn with anarkali, lehengas and saris.
4) So enhance your style quotient on almost any occasion by wearing these Earrings.
5) These Earrings are studded with White Semi precious kundan/polki and pearl drops.
6) Comes micro gold polished.
7) It has copper metal base.
8) Give a rich yet elegant touch to your attire.
9) Screw for locking.
10) These Earrings have been intricately designed for all the jewellery lovers.",jewellery,17,75,,,,6,"https://srishringarr.com/yn/uploads/2020/09/15989802720.jpg,https://srishringarr.com/yn/uploads/2020/09/15989803811.jpg,https://srishringarr.com/yn/uploads/2020/09/15989803812.jpg,https://srishringarr.com/yn/uploads/2020/09/15989803813.jpg,https://srishringarr.com/yn/uploads/2020/09/15989803814.jpg"
EAR528ON,"Traditional Micro Gold Polished Pearl Earrings for Women (EAR528ON)","1) Women's Real Look, Traditional Micro Gold Polished Pearl Earrings designed by Yosshita & Neha.
2) Look feminine and elegant by wearing these jhumkis.
3) Featuring attractive designs, these Earrings can look elegant and stylish when worn with anarkali, lehengas and saris.
4) So enhance your style quotient on almost any occasion by wearing these jhumkis.
5) These Earrings are studded with pearl.
6) Comes micro gold polished.
7) It has copper metal base.
8) Give a rich yet elegant touch to your attire.
9) These Earrings have been intricately designed for all the jewellery lovers.",jewellery,17,78,,,,3,"https://srishringarr.com/yn/uploads/2020/09/15989721910.jpg,https://srishringarr.com/yn/uploads/2020/09/15989722641.jpg,https://srishringarr.com/yn/uploads/2020/09/15989722642.jpg,https://srishringarr.com/yn/uploads/2020/09/15989722643.jpg,https://srishringarr.com/yn/uploads/2020/09/15989722654.jpg"
EAR527ON,"Traditional Micro Gold Polished Semi Precious Polki/Kundan Earrings for Women (EAR527ON)","1) Women's Real Look, Traditional Micro Gold Polished Semi Precious Polki/Kundan Earrings designed by Yosshita & Neha.
2) Look feminine and elegant by wearing these pearl drop kundan Earrings.
3) Featuring attractive designs, these Earrings can look elegant and stylish when worn with anarkali, lehengas and saris.
4) So enhance your style quotient on almost any occasion by wearing these Earrings.
5) These Earrings are studded with Red and Green Semi precious kundan/polki and pearl drops.
6) Comes micro gold polished.
7) It has copper metal base.
8) Give a rich yet elegant touch to your attire.
9) Screw for locking.
10) These Earrings have been intricately designed for all the jewellery lovers.",jewellery,17,75,,,,16,"https://srishringarr.com/yn/uploads/2020/09/15989700910.jpg,https://srishringarr.com/yn/uploads/2020/09/15989711461.jpg,https://srishringarr.com/yn/uploads/2020/09/15989711472.jpg,https://srishringarr.com/yn/uploads/2020/09/15989711473.jpg,https://srishringarr.com/yn/uploads/2020/09/15989711474.jpg"
EAR526ON,"Traditional Micro Gold Polished Semi Precious Polki/Kundan Earrings for Women (EAR526ON)","1) Women's Real Look, Traditional Micro Gold Polished Semi Precious Polki/Kundan Earrings designed by Yosshita & Neha.
2) Look feminine and elegant by wearing these pearl drop kundan Earrings.
3) Featuring attractive designs, these Earrings can look elegant and stylish when worn with anarkali, lehengas and saris.
4) So enhance your style quotient on almost any occasion by wearing these Earrings.
5) These Earrings are studded with White and Red Semi precious kundan/polki and pearl drops.
6) Comes micro gold polished.
7) It has copper metal base.
8) Give a rich yet elegant touch to your attire.
9) These Earrings have been intricately designed for all the jewellery lovers.",jewellery,17,75,,,,2,"https://srishringarr.com/yn/uploads/2020/09/15989697200.jpg,https://srishringarr.com/yn/uploads/2020/09/15989698601.jpg,https://srishringarr.com/yn/uploads/2020/09/15989698612.jpg,https://srishringarr.com/yn/uploads/2020/09/15989698613.jpg,https://srishringarr.com/yn/uploads/2020/09/15989698614.jpg,https://srishringarr.com/yn/uploads/2020/09/15989698615.jpg"
EAR525ON,"Traditional Micro Gold Polished Semi Precious Polki/Kundan Earrings for Women (EAR525ON)","1) Women's Real Look, Traditional Micro Gold Polished Semi Precious Polki/Kundan Earrings designed by Yosshita & Neha.
2) Look feminine and elegant by wearing these kundan Earrings.
3) Featuring attractive designs, these Earrings can look elegant and stylish when worn with anarkali, lehengas and saris.
4) So enhance your style quotient on almost any occasion by wearing these Earrings.
5) These Earrings are studded with nav ratna semi precious kundan/polki and pearls.
6) Comes micro gold polished.
7) It has copper metal base.
8) Give a rich yet elegant touch to your attire.
9) Screw for locking.
10) These Earrings have been intricately designed for all the jewellery lovers.",jewellery,17,75,,,,3,"https://srishringarr.com/yn/uploads/2020/09/15989693730.jpg,https://srishringarr.com/yn/uploads/2020/09/15989695071.jpg,https://srishringarr.com/yn/uploads/2020/09/15989695072.jpg,https://srishringarr.com/yn/uploads/2020/09/15989695083.jpg,https://srishringarr.com/yn/uploads/2020/09/15989695084.jpg,https://srishringarr.com/yn/uploads/2020/09/15989695085.jpg,https://srishringarr.com/yn/uploads/2020/09/15989695086.jpg"
EAR524ON,"Traditional Micro Gold Polished Semi Precious Polki/Kundan Earrings for Women (EAR524ON)","1) Women's Real Look, Traditional Micro Gold Polished Semi Precious Polki/Kundan Earrings designed by Yosshita & Neha.
2) Look feminine and elegant by wearing these pearl drop kundan Earrings.
3) Featuring attractive designs, these Earrings can look elegant and stylish when worn with anarkali, lehengas and saris.
4) So enhance your style quotient on almost any occasion by wearing these Earrings.
5) These Earrings are studded with White Semi precious kundan/polki and pearl drops.
6) Comes micro gold polished.
7) It has copper metal base.
8) Give a rich yet elegant touch to your attire.
9) Screw for locking.
10) These Earrings have been intricately designed for all the jewellery lovers.",jewellery,17,75,,,,2,"https://srishringarr.com/yn/uploads/2020/09/15989689840.jpg,https://srishringarr.com/yn/uploads/2020/09/15989691871.jpg,https://srishringarr.com/yn/uploads/2020/09/15989691872.jpg,https://srishringarr.com/yn/uploads/2020/09/15989691873.jpg,https://srishringarr.com/yn/uploads/2020/09/15989691874.jpg,https://srishringarr.com/yn/uploads/2020/09/15989691885.jpg,https://srishringarr.com/yn/uploads/2020/09/15989691886.jpg"
EAR522ON,"Gold finish and pearl temple style Earrings","1) Women's Contemporary gold polish earring designed by Yosshita & Neha.
2) It features lord motif which is called temple jewellery and crescent moon shape hanging earring studded with pearl and stones.
3) So get stylish by wearing this earring from  and team up with tunics, anarkalis and saris.",jewellery,17,78,,,,4,"https://srishringarr.com/yn/uploads/2020/09/15989687920.jpg,https://srishringarr.com/yn/uploads/2020/09/15989688751.jpg,https://srishringarr.com/yn/uploads/2020/09/15989688752.jpg,https://srishringarr.com/yn/uploads/2020/09/15989688753.jpg"
EAR520ON,"Traditional Micro Gold Polished Imitation Earrings for Women","1) Women's Contemporary gold polish earring designed by Yosshita & Neha.
2) It features crescent moon shape earring studded with pearl and stones.
3) So get stylish by wearing this earring from  and team up with tunics, anarkalis and saris.",jewellery,17,78,,,,4,"https://srishringarr.com/yn/uploads/2020/09/15989681250.jpg,https://srishringarr.com/yn/uploads/2020/09/15989682931.jpg,https://srishringarr.com/yn/uploads/2020/09/15989682932.jpg,https://srishringarr.com/yn/uploads/2020/09/15989682943.jpg"
EAR519ON,"Traditional Micro Gold Polished Imitation Earrings for Women","1) Women's Contemporary gold polish earring designed by Yosshita & Neha.
2) It features floral and leaf pattern earring studded with pearl.
3) So get stylish by wearing this earring from  and team up with tunics, anarkalis and saris.",jewellery,17,78,,,,6,"https://srishringarr.com/yn/uploads/2020/09/15989678140.jpg,https://srishringarr.com/yn/uploads/2020/09/15989679181.jpg,https://srishringarr.com/yn/uploads/2020/09/15989679182.jpg,https://srishringarr.com/yn/uploads/2020/09/15989679183.jpg"
EAR518ON,"Traditional Micro Gold Polished Imitation Earrings for Women","1) Women's Contemporary gold polish earring designed by Yosshita & Neha.
2) It features drop shape earring studded with pearl and blue stone.
3) So get stylish by wearing this earring from  and team up with tunics, anarkalis and saris.",jewellery,17,78,,,,5,"https://srishringarr.com/yn/uploads/2020/09/15989673430.jpg,https://srishringarr.com/yn/uploads/2020/09/15989675111.jpg,https://srishringarr.com/yn/uploads/2020/09/15989675112.jpg,https://srishringarr.com/yn/uploads/2020/09/15989675113.jpg"
EAR517ON,"Traditional Micro Gold Polished Imitation Earrings for Women","1) Women's Contemporary gold polish earring designed by Yosshita & Neha.
2) It features round shape earring studded with pearl and blue stone.
3) So get stylish by wearing this earring from  and team up with tunics, anarkalis and saris.",jewellery,17,78,,,,5,"https://srishringarr.com/yn/uploads/2020/09/15989670390.jpg,https://srishringarr.com/yn/uploads/2020/09/15989671121.jpg,https://srishringarr.com/yn/uploads/2020/09/15989671132.jpg,https://srishringarr.com/yn/uploads/2020/09/15989671133.jpg"
EAR516ON,"Traditional Micro Gold Polished Imitation Earrings for Women","1) Women's Contemporary gold polish earring designed by Yosshita & Neha.
2) It features crescent moon shape earring studded with pearl and stones.
3) So get stylish by wearing this earring from  and team up with tunics, anarkalis and saris.",jewellery,17,78,,,,1,"https://srishringarr.com/yn/uploads/2020/09/15989667100.jpg,https://srishringarr.com/yn/uploads/2020/09/15989667961.jpg,https://srishringarr.com/yn/uploads/2020/09/15989667962.jpg,https://srishringarr.com/yn/uploads/2020/09/15989667973.jpg"
EAR503,"Gold finish kundan paisley Earrings","1) Look traditional yet contemporary in these kundan and pearl Earrings in big paisley motif.
2) Wear them with Indo-western outfits.",jewellery,17,75,,,,2,"https://srishringarr.com/yn/uploads/2020/09/15989658510.jpg,https://srishringarr.com/yn/uploads/2020/09/15989660671.jpg,https://srishringarr.com/yn/uploads/2020/09/15989660672.jpg,https://srishringarr.com/yn/uploads/2020/09/15989660673.jpg"
EAR501,"Gold finish and pearl chandelier Earrings","1) Stand out in the crowd wearing this pair of pearl drop white kundan chandelier Earrings.
2) Made from copper alloy, these chandeliers are light weight.
3) Wear these chandeliers with any ethnic outfit.",jewellery,17,75,,,,1,"https://srishringarr.com/yn/uploads/2020/09/15989647420.jpg,https://srishringarr.com/yn/uploads/2020/09/15989649991.jpg,https://srishringarr.com/yn/uploads/2020/09/15989650002.jpg,https://srishringarr.com/yn/uploads/2020/09/15989650003.jpg"
EAR497,"Gold finish flower kundan and pearl Earrings","1) Look gorgeous by wearing these flower shaped kundan statement Earrings.",jewellery,17,75,,,,5,"https://srishringarr.com/yn/uploads/2020/09/15989623590.jpg,https://srishringarr.com/yn/uploads/2020/09/15989624551.jpg,https://srishringarr.com/yn/uploads/2020/09/15989624552.jpg,https://srishringarr.com/yn/uploads/2020/09/15989624563.jpg"
EAR496,"Gold finish kundan Earrings","1) Look traditional yet contemporary in these kundan and gold drop Earrings.
2) Wear them with Indo-western outfits.",jewellery,17,75,,,,2,"https://srishringarr.com/yn/uploads/2020/09/15989621720.jpg,https://srishringarr.com/yn/uploads/2020/09/15989622551.jpg,https://srishringarr.com/yn/uploads/2020/09/15989622552.jpg,https://srishringarr.com/yn/uploads/2020/09/15989622553.jpg"
EAR495,"Gold finish kundan Kashmiri jhumkis","1) Look gorgeous in these Kashmiri jhumkis encrusted in kundan and pearl.
2) Flaunt them with ethnic outfits.",jewellery,17,75,,,,1,"https://srishringarr.com/yn/uploads/2020/09/15989617750.jpg,https://srishringarr.com/yn/uploads/2020/09/15989618331.jpg"
EAR494,"Gold finish round kundan and pearl Earrings","1) Exquisitely designed these round shaped kundan Earrings with peacock motif and beautiful pearl edging can go well with ethnic outfits.",jewellery,17,75,,,,2,"https://srishringarr.com/yn/uploads/2020/09/15989612680.jpg,https://srishringarr.com/yn/uploads/2020/09/15989613661.jpg,https://srishringarr.com/yn/uploads/2020/09/15989613662.jpg,https://srishringarr.com/yn/uploads/2020/09/15989613663.jpg"
EAR490,"Gold finish round kundan and pearl Earrings","1) Look beautiful by wearing these round shaped kundan and pearl Earrings that will compliment most of your attire.",jewellery,17,75,,,,5,"https://srishringarr.com/yn/uploads/2020/09/15989590810.jpg,https://srishringarr.com/yn/uploads/2020/09/15989592091.jpg,https://srishringarr.com/yn/uploads/2020/09/15989592092.jpg,https://srishringarr.com/yn/uploads/2020/09/15989592093.jpg"
EAR487,"Gold finish pearl drop kundan Earrings","1) Exquisitely designed these pearl drop Earrings looks classy and elegant.
2) These Earrings will go well with any indo-western outfits.",jewellery,17,75,,,,1,"https://srishringarr.com/yn/uploads/2020/09/15989582430.jpg,https://srishringarr.com/yn/uploads/2020/09/15989583711.jpg,https://srishringarr.com/yn/uploads/2020/09/15989583712.jpg,https://srishringarr.com/yn/uploads/2020/09/15989583713.jpg"
EAR485,"Gold finish pearl drop ruby red kundan Earrings","1) Exquisitely designed, these pearl drop and ruby kundan Earrings looks classy with ethnic outfit.",jewellery,17,75,,,,4,"https://srishringarr.com/yn/uploads/2020/09/15989579780.jpg,https://srishringarr.com/yn/uploads/2020/09/15989580831.jpg,https://srishringarr.com/yn/uploads/2020/09/15989580832.jpg,https://srishringarr.com/yn/uploads/2020/09/15989580833.jpg"
EAR483,"Gold finish pearl drop paisley Earrings","1) Look beautiful by wearing these paisley shaped pearl drop earring engraved with emerald green kundan.",jewellery,17,75,,,,1,"https://srishringarr.com/yn/uploads/2020/09/15989574270.jpg,https://srishringarr.com/yn/uploads/2020/09/15989575271.jpg,https://srishringarr.com/yn/uploads/2020/09/15989575282.jpg,https://srishringarr.com/yn/uploads/2020/09/15989575283.jpg"
EAR482,"Gold finish pearl drop hoop Earrings","1) Look gorgeous in these kundan and pearl drop hoop Earrings.
2) These Earrings can go well with ethnic outfits.",jewellery,17,76,,,,4,"https://srishringarr.com/yn/uploads/2020/09/15989572160.jpg,https://srishringarr.com/yn/uploads/2020/09/15989573141.jpg,https://srishringarr.com/yn/uploads/2020/09/15989573142.jpg,https://srishringarr.com/yn/uploads/2020/09/15989573143.jpg"
EAR479,"Gold finish pearl drop kundan chandelier Earrings","1) Look gorgeous in these kundan and pearl drop chandelier Earrings.
2) These Earrings can go well with ethnic outfits.",jewellery,17,76,,,,1,"https://srishringarr.com/yn/uploads/2020/09/15989563930.jpg,https://srishringarr.com/yn/uploads/2020/09/15989565561.jpg,https://srishringarr.com/yn/uploads/2020/09/15989565562.jpg,https://srishringarr.com/yn/uploads/2020/09/15989565563.jpg"
EAR478,"Gold finish ruby red and pearl drop dangler Earrings","1) For women who like to invest in something different and exclusive, these golden and ruby drop dangler Earrings.
2) Exquisitely designed, these chandeliers will be a classy addition to your jewellery box.",jewellery,17,75,,,,1,"https://srishringarr.com/yn/uploads/2020/09/15989560600.jpg,https://srishringarr.com/yn/uploads/2020/09/15989561321.jpg,https://srishringarr.com/yn/uploads/2020/09/15989561322.jpg,https://srishringarr.com/yn/uploads/2020/09/15989561333.jpg"
EAR476,"Gold finish sapphire blue kundan and gold drop Earrings","1) These sapphire blue engraved gold drop Earrings are designed to look classy and elegant.
2) These Earrings will go well with ethnic outfits.",jewellery,17,75,,,,4,"https://srishringarr.com/yn/uploads/2020/09/15989545330.jpg,https://srishringarr.com/yn/uploads/2020/09/15989547641.jpg,https://srishringarr.com/yn/uploads/2020/09/15989547642.jpg,https://srishringarr.com/yn/uploads/2020/09/15989547643.jpg"
EAR474,"Gold finish kundan ear cuffs","1) Ensure that you don’t get left behind in this race of becoming the ultimate fashion diva by getting these trendy gold coloured ear cuffs.
2) These intricately-designed cuffs, which are made from copper alloy.
3) You can wear this pair together or separately with ethnic outfits to add immeasurable charm to your ensemble.",jewellery,17,75,,,,6,"https://srishringarr.com/yn/uploads/2020/09/15989534530.jpg,https://srishringarr.com/yn/uploads/2020/09/15989538801.jpg,https://srishringarr.com/yn/uploads/2020/09/15989538802.jpg,https://srishringarr.com/yn/uploads/2020/09/15989538803.jpg"
EAR472,"Gold finish pearl drop white kundan chandelier Earrings","1) Stand out in the crowd wearing this pair of pearl drop white kundan chandelier Earrings.
2) Made from copper alloy, these chandeliers are light weight.
3) Wear these chandeliers with any ethnic outfit.",jewellery,17,76,,,,1,"https://srishringarr.com/yn/uploads/2020/09/15989520740.jpg,https://srishringarr.com/yn/uploads/2020/09/15989525821.jpg,https://srishringarr.com/yn/uploads/2020/09/15989525832.jpg,https://srishringarr.com/yn/uploads/2020/09/15989525833.jpg"
T777ON,"Traditional Micro Gold Polished Semi Precious Kundan & Pearl Maang Tikka","1) Traditional Micro Gold Polished Semi Precious Kundan & Pearl Maang Tikka.
2) If you want to mesmerize those beholders at the next wedding or engagement party, then this Maang Tikka/ Matha patti/ Tikka/Borla from  Studio is what you need.
3) Featuring attractive designs, this Maang Tikka/ Matha patti/ Tikka/Borla can look elegant and stylish when worn with Anarkali, Lehengas Or Sarees.
4) So enhance your style quotient on almost any occasion by wearing this Maang Tikka/ Matha patti/ Tikka/Borla.
5) It has Copper metal base.
6) Gives a rich yet elegant touch to your attire.",jewellery,63,63,,,,2,"https://srishringarr.com/yn/uploads/2020/08/15988975180.jpg,https://srishringarr.com/yn/uploads/2020/08/15988976471.jpg,https://srishringarr.com/yn/uploads/2020/08/15988976472.jpg,https://srishringarr.com/yn/uploads/2020/08/15988976473.jpg,https://srishringarr.com/yn/uploads/2020/08/15988976474.jpg,https://srishringarr.com/yn/uploads/2020/08/15988976475.jpg,https://srishringarr.com/yn/uploads/2020/08/15988976486.jpg"
T608ON,"Shell Style White Moti Damini Maang Tikka","1) Womens Real Look, Traditional Micro Gold  Polished Semi Precious Stones & Pearl Damini/Maang Tikka/ Matha patti/ Tikka/Borla designed by Yosshita & Neha.
2) If you want to mesmerize those beholders at the next wedding or engagement party, then this Damini/Maang Tikka/ Matha patti/ Tikka/Borla from  Studio is what you need.
3) Featuring attractive designs, this Damini/Maang Tikka/ Matha patti/ Tikka/Borla can look elegant and stylish when worn with Anarkali, Lehengas Or Sarees.
4) So enhance your style quotient on almost any occasion by wearing this Damini/Maang Tikka/ Matha patti/ Tikka/Borla.
5) This is carved beautifully & studded with Semi Precious Stones & Pearls.
6) Comes micro Gold polished.
7) It has a Copper metal base.
8) Gives a rich yet elegant touch to your attire.",jewellery,63,63,,,,2,"https://srishringarr.com/yn/uploads/2020/08/15988971340.jpg,https://srishringarr.com/yn/uploads/2020/08/15988973851.jpg,https://srishringarr.com/yn/uploads/2020/08/15988973852.jpg,https://srishringarr.com/yn/uploads/2020/08/15988973853.jpg,https://srishringarr.com/yn/uploads/2020/08/15988973854.jpg"
T463ON,"Traditional Damini Micro Gold Polished Semi Precious Stones & Pearl Damini/ Maang Tikka/ Matha patt","1) Womens Real Look, Traditional Micro Gold  Polished Semi Precious Stones & Enamel Damini/Maang Tikka/ Matha patti/ Tikka/Borla designed by Yosshita & Neha.
2) If you want to mesmerize those beholders at the next wedding or engagement party, then this Damini/Maang Tikka/ Matha patti/ Tikka/Borla from  Studio is what you need.
3) Featuring attractive designs, this Damini/Maang Tikka/ Matha patti/ Tikka/Borla can look elegant and stylish when worn with Anarkali, Lehengas Or Sarees.
4) So enhance your style quotient on almost any occasion by wearing this Damini/Maang Tikka/ Matha patti/ Tikka/Borla.
5) This is carved beautifully & studded with Semi Precious Stones & Red Blue Green Enamel .
6) Comes micro Gold polished.
7) It has a Copper metal base.
8) Gives a rich yet elegant touch to your attire.",jewellery,63,63,,,,10,"https://srishringarr.com/yn/uploads/2020/08/15988966000.jpg,https://srishringarr.com/yn/uploads/2020/08/15988966911.jpg,https://srishringarr.com/yn/uploads/2020/08/15988966922.jpg,https://srishringarr.com/yn/uploads/2020/08/15988966923.jpg,https://srishringarr.com/yn/uploads/2020/08/15988966924.jpg"
T455AON,"Traditional Micro Gold Polished Semi Precious Red Green Kundan Damini/Maang Tikka/ Matha patti","1) Womens Real Look, Traditional Micro Gold  Polished Semi Precious Kundan  Damini/Maang Tikka/ Matha patti/ Tikka/Borla designed by Yosshita & Neha.
2) If you want to mesmerize those beholders at the next wedding or engagement party, then this Damini/Maang Tikka/ Matha patti/ Tikka/Borla from  Studio is what you need.
3) Featuring attractive designs, this Damini/Maang Tikka/ Matha patti/ Tikka/Borla can look elegant and stylish when worn with Anarkali, Lehengas Or Sarees.
4) So enhance your style quotient on almost any occasion by wearing this Damini/Maang Tikka/ Matha patti/ Tikka/Borla.
5) This is carved beautifully & studded with White & Red Coloured Semi Precious Kundan & Pearl.
6) Comes with micro Gold polished.
7) It has Copper metal base.
8) Gives a rich yet elegant touch to your attire.",jewellery,63,63,,,,3,"https://srishringarr.com/yn/uploads/2020/08/15988958610.jpg,https://srishringarr.com/yn/uploads/2020/08/15988959641.jpg,https://srishringarr.com/yn/uploads/2020/08/15988959642.jpg,https://srishringarr.com/yn/uploads/2020/08/15988959643.jpg,https://srishringarr.com/yn/uploads/2020/08/15988959644.jpg"
PP33ON,"Rent indian payal style","1) Womens Real Look, Traditional Micro Gold Polished American Diamond Payal
2) Featuring attractive designs, this Payal/ Anklet can look elegant and stylish when worn with lehengas.
3) So enhance your style quotient on almost any occasion by wearing this Payal/ Anklet.
4) This Payal/ Anklet is studded with American diamonds.
5) Comes micro gold polished.
6) It has brass metal base.
7) Give a rich yet elegant touch to your attire.
8) S hook attached for locking.",jewellery,65,65,,,,4,"https://srishringarr.com/yn/uploads/2020/08/15988942370.jpg,https://srishringarr.com/yn/uploads/2020/08/15988942731.jpg,https://srishringarr.com/yn/uploads/2020/08/15988942732.jpg,https://srishringarr.com/yn/uploads/2020/08/15988943513.jpg,https://srishringarr.com/yn/uploads/2020/08/15988943514.jpg,https://srishringarr.com/yn/uploads/2020/08/15988943525.jpg"
PP32ON,"Rent Kundan Pag Paan","1) Traditional Micro Gold Polished Semi Precious Polki/Kundan Payal
2) Featuring attractive designs, this Payal/ Anklet can look elegant and stylish when worn with lehengas.
3) So enhance your style quotient on almost any occasion by wearing this Payal/ Anklet.
4) This Payal/ Anklet is studded with Semi Precious Polki/Kundan.
5) Comes micro gold polished.
6) It has copper metal base.
7) Give a rich yet elegant touch to your attire.
8) Hook attached for locking.",jewellery,65,65,,,,2,"https://srishringarr.com/yn/uploads/2020/08/15988933200.jpg,https://srishringarr.com/yn/uploads/2020/08/15988934651.jpg,https://srishringarr.com/yn/uploads/2020/08/15988934652.jpg,https://srishringarr.com/yn/uploads/2020/08/15988934653.jpg,https://srishringarr.com/yn/uploads/2020/08/15988934654.jpg,https://srishringarr.com/yn/uploads/2020/08/15988934655.jpg,https://srishringarr.com/yn/uploads/2020/08/15988934656.jpg"
PP30ON,"Rent simple payal design","1) Traditional Micro Gold Polished Semi Precious Polki/Kundan and Pearls Payal
2) Featuring attractive designs, this Payal/ Anklet can look elegant and stylish when worn with lehengas.
3) So enhance your style quotient on almost any occasion by wearing this Payal/ Anklet.
4) This Payal/ Anklet is studded with Semi Precious Polki/Kundan and Pearls.
5) Comes micro gold polished.
6) It has copper metal base.
7) Give a rich yet elegant touch to your attire.
8) S hook attached for locking.",jewellery,65,65,,,,1,"https://srishringarr.com/yn/uploads/2020/08/15988837020.jpg,https://srishringarr.com/yn/uploads/2020/08/15988838171.jpg,https://srishringarr.com/yn/uploads/2020/08/15988838182.jpg,https://srishringarr.com/yn/uploads/2020/08/15988838183.jpg,https://srishringarr.com/yn/uploads/2020/08/15988838184.jpg,https://srishringarr.com/yn/uploads/2020/08/15988838185.jpg,https://srishringarr.com/yn/uploads/2020/08/15988838186.jpg"
PP29ON,"Rent simple payal design for bridal","1) Traditional Micro Gold Polished Semi Precious Polki/Kundan Payal
2) Featuring attractive designs, this Payal/ Anklet can look elegant and stylish when worn with lehengas.
3) So enhance your style quotient on almost any occasion by wearing this Payal/ Anklet.
4) This Payal/ Anklet is studded with Semi Precious Polki/Kundan.
5) Comes micro gold polished.
6) It has copper metal base.
7) Give a rich yet elegant touch to your attire.
8) Lobster Claw attached for locking.",jewellery,65,65,,,,4,"https://srishringarr.com/yn/uploads/2020/08/15988834910.jpg,https://srishringarr.com/yn/uploads/2020/08/15988836111.jpg,https://srishringarr.com/yn/uploads/2020/08/15988836112.jpg,https://srishringarr.com/yn/uploads/2020/08/15988836113.jpg,https://srishringarr.com/yn/uploads/2020/08/15988836124.jpg,https://srishringarr.com/yn/uploads/2020/08/15988836125.jpg,https://srishringarr.com/yn/uploads/2020/08/15988836126.jpg"
